,Unnamed: 0,category,subcategory,current_price,raw_price,discount,likes_count,variation_0_color,variation_1_color,two_colors
1612,1612,4,9,16.35,31.99,49,669,0,10,True
1613,1613,4,153,20.44,39.99,49,316,2,0,True
1614,1614,4,9,23.99,52.99,55,115,6,0,True
1615,1615,4,169,33.27,73.93,55,73,0,1,True
1616,1616,4,89,25.99,46.82,45,3,4,2,True
1617,1617,4,36,24.99,46.35,46,5,1,4,True
1618,1618,4,62,19.99,39.99,50,39,9,11,True
1619,1619,4,109,29.99,65.19,54,41,0,11,True
1620,1620,4,109,27.99,54.99,49,1,9,11,True
1621,1621,4,53,19.99,38.98,49,14,9,3,True
1622,1622,4,48,9.99,19.99,50,2,1,13,False
1623,1623,4,62,24.99,46.99,47,315,6,4,True
1624,1624,4,153,28.99,57.98,50,32,2,9,True
1625,1625,4,62,34.99,68.99,49,83,0,3,True
1626,1626,4,36,17.99,40.89,56,27,0,2,True
1627,1627,4,109,53.16,100.99,47,57,4,8,True
1628,1628,4,50,47.47,101.33,53,1335,3,13,False
1629,1629,4,36,29.99,53.65,44,12,3,4,True
1630,1630,4,41,75.65,142.99,47,382,11,13,False
1631,1631,4,36,24.99,53.4,53,476,1,8,True
1632,1632,4,36,24.2,46.54,48,541,7,7,True
1633,1633,4,128,23.09,46.21,50,162,0,2,True
1634,1634,4,161,18.99,36.99,49,25,0,13,False
1635,1635,4,9,39.99,76.99,48,42,6,11,True
1636,1636,4,7,14.29,29.23,51,22,11,13,False
1637,1637,4,153,17.99,38.99,54,30,8,11,True
1638,1638,4,50,46.99,92.98,50,9,1,13,False
1639,1639,4,36,19.99,44.42,55,2,7,9,True
1640,1640,4,36,23.99,47.99,50,33,6,11,True
1641,1641,4,48,7.69,16.96,55,25,6,4,True
1642,1642,4,89,39.99,87.17,54,31,2,9,True
1643,1643,4,99,55.2,104.99,47,14,7,6,True
1644,1644,4,7,14.43,29.47,51,82,10,1,True
1645,1645,4,89,46.99,132.82,65,411,1,13,False
1646,1646,4,89,30.99,61.99,50,275,1,13,False
1647,1647,4,9,48.99,94.99,48,130,4,2,True
1648,1648,4,106,36.99,81.61,55,90,6,0,True
1649,1649,4,169,95.99,201.99,53,107,3,11,True
1650,1650,4,112,42.99,83.99,49,89,8,0,True
1651,1651,4,169,71.99,147.99,51,177,6,13,False
1652,1652,4,9,35.78,70.0,49,85,9,4,True
1653,1653,4,53,9.99,31.99,69,271,9,0,True
1654,1654,4,67,39.99,75.99,47,379,6,2,True
1655,1655,4,99,37.99,76.99,51,191,0,11,True
1656,1656,4,36,27.99,59.35,53,167,9,7,True
1657,1657,4,9,23.99,46.99,49,56,11,13,False
1658,1658,4,36,24.99,52.99,53,92,3,0,True
1659,1659,4,109,52.14,92.99,44,246,1,13,False
1660,1660,4,169,36.14,65.7,45,26,4,1,True
1661,1661,4,106,29.99,69.74,57,13,0,9,True
1662,1662,4,153,18.39,34.98,47,54,0,10,True
1663,1663,4,106,23.99,51.04,53,15,1,2,True
1664,1664,4,9,30.66,60.0,49,38,4,1,True
1665,1665,4,89,25.99,47.24,45,2,1,1,True
1666,1666,4,7,12.99,23.98,46,1,11,13,False
1667,1667,4,153,23.99,46.99,49,0,3,9,True
1668,1668,4,106,29.99,71.4,58,2,0,8,True
1669,1669,4,112,31.99,62.99,49,1,1,13,False
1670,1670,4,153,25.99,51.98,50,3,10,13,False
1671,1671,4,9,22.99,50.99,55,0,1,13,False
1672,1672,4,153,15.99,30.99,48,1,0,10,True
1673,1673,4,109,33.99,66.98,49,0,0,13,False
1674,1674,4,36,24.99,54.96,55,2,1,0,True
1675,1675,4,112,33.99,66.98,49,0,4,1,True
1676,1676,4,109,22.99,41.72,45,0,6,13,False
1677,1677,4,106,28.99,52.87,45,3,5,1,True
1678,1678,4,36,28.99,63.02,54,2,1,9,True
1679,1679,4,99,41.99,80.99,48,326,10,3,True
1680,1680,4,61,26.99,49.99,46,223,0,13,False
1681,1681,4,89,27.99,71.55,61,610,1,0,True
1682,1682,4,144,22.99,45.99,50,7,10,1,True
1683,1683,4,109,29.99,58.98,49,0,7,4,True
1684,1684,4,109,37.99,75.99,50,9,10,9,True
1685,1685,4,109,28.99,56.98,49,1,3,2,True
1686,1686,4,7,12.99,23.98,46,2,6,1,True
1687,1687,4,36,26.99,58.67,54,11,6,4,True
1688,1688,4,109,33.99,75.53,55,11,1,9,True
1689,1689,4,36,19.99,41.64,52,14,0,3,True
1690,1690,4,36,21.99,45.81,52,19,3,2,True
1691,1691,4,65,25.81,49.37,48,80,4,1,True
1692,1692,4,9,34.99,68.99,49,2,9,9,True
1693,1693,4,89,37.99,74.96,49,145,1,13,False
1694,1694,4,128,19.79,38.66,49,22,0,2,True
1695,1695,4,153,17.99,38.88,54,31,0,10,True
1696,1696,4,99,38.99,75.99,49,118,4,11,True
1697,1697,4,48,10.99,22.62,51,70,11,13,False
1698,1698,4,109,31.99,72.7,56,24,6,1,True
1699,1699,4,166,21.99,42.43,48,27,5,13,False
1700,1700,4,41,46.99,90.99,48,19,2,0,True
1701,1701,4,62,49.99,91.35,45,0,1,13,False
1702,1702,4,41,25.99,50.99,49,2,1,9,True
1703,1703,4,9,25.99,50.0,48,2,4,13,False
1704,1704,4,99,26.57,49.99,47,45,8,10,True
1705,1705,4,36,25.99,50.86,49,253,1,1,True
1706,1706,4,153,22.99,45.88,50,110,9,1,True
1707,1707,4,89,29.99,66.64,55,30,10,0,True
1708,1708,4,9,31.99,58.99,46,185,3,3,True
1709,1709,4,106,26.99,55.08,51,6,0,11,True
1710,1710,4,155,16.99,33.99,50,294,0,1,True
1711,1711,4,9,23.99,49.27,51,170,1,13,False
1712,1712,4,169,45.99,91.99,50,103,0,10,True
1713,1713,4,109,29.99,68.16,56,42,8,11,True
1714,1714,4,36,20.99,45.31,54,1029,3,11,True
1715,1715,4,36,17.99,39.97,55,22,0,3,True
1716,1716,4,155,15.99,29.89,47,4,11,13,False
1717,1717,4,153,29.99,58.99,49,6,8,11,True
1718,1718,4,9,22.99,44.98,49,8,3,4,True
1719,1719,4,111,22.99,47.89,52,1,0,13,False
1720,1720,4,36,25.99,64.43,60,50,4,1,True
1721,1721,4,36,21.99,42.89,49,48,0,1,True
1722,1722,4,36,18.99,37.98,50,35,0,2,True
1723,1723,4,153,17.99,34.98,49,44,0,11,True
1724,1724,4,36,24.99,54.32,54,33,10,7,True
1725,1725,4,106,36.99,73.98,50,12,8,11,True
1726,1726,4,53,31.99,61.99,48,14,9,7,True
1727,1727,4,41,44.99,89.99,50,0,8,1,True
1728,1728,4,84,29.99,59.99,50,79,10,13,False
1729,1729,4,36,30.99,61.99,50,43,9,3,True
1730,1730,4,68,21.99,41.99,48,229,1,13,False
1731,1731,4,69,33.99,73.3,54,132,9,7,True
1732,1732,4,9,34.99,61.99,44,80,9,0,True
1733,1733,4,40,58.99,119.06,51,301,10,4,True
1734,1734,4,65,62.99,123.99,49,81,7,3,True
1735,1735,4,80,39.59,77.34,49,114,6,13,False
1736,1736,4,153,31.99,62.99,49,84,6,10,True
1737,1737,4,99,27.27,52.08,48,126,0,9,True
1738,1738,4,36,19.99,45.99,57,38,9,1,True
1739,1739,4,169,44.38,92.72,52,882,6,1,True
1740,1740,4,109,34.99,81.37,57,7,4,13,False
1741,1741,4,106,31.99,71.09,55,24,0,10,True
1742,1742,4,169,14.99,29.98,50,7,1,4,True
1743,1743,4,106,23.99,52.15,54,25,0,10,True
1744,1744,4,9,26.25,51.39,49,61,10,4,True
1745,1745,4,36,27.99,51.17,45,4,1,13,False
1746,1746,4,89,22.99,41.68,45,4,2,4,True
1747,1747,4,36,24.99,45.78,45,4,4,1,True
1748,1748,4,9,27.99,53.99,48,0,5,13,False
1749,1749,4,36,25.99,56.5,54,2,1,1,True
1750,1750,4,36,23.99,48.95,51,2,9,13,False
1751,1751,4,153,19.99,39.98,50,0,11,13,False
1752,1752,4,153,19.99,39.98,50,0,11,13,False
1753,1753,4,62,48.99,106.5,54,3,3,13,False
1754,1754,4,109,32.99,64.98,49,1,4,13,False
1755,1755,4,9,19.99,49.98,60,0,9,13,False
1756,1756,4,36,24.99,45.96,46,0,3,1,True
1757,1757,4,106,25.99,54.14,52,14,2,0,True
1758,1758,4,36,24.99,44.6,44,10,1,1,True
1759,1759,4,36,29.99,67.77,56,44,9,0,True
1760,1760,4,106,22.99,47.99,52,13,0,10,True
1761,1761,4,36,22.99,54.32,58,2,4,8,True
1762,1762,4,89,25.23,52.56,52,90,1,1,True
1763,1763,4,9,23.99,44.99,47,37,0,7,True
1764,1764,4,36,29.99,55.18,46,5,9,1,True
1765,1765,4,36,33.99,83.99,60,139,9,1,True
1766,1766,4,99,37.99,73.99,49,16,9,9,True
1767,1767,4,99,39.99,87.05,54,107,0,2,True
1768,1768,4,36,23.55,50.95,54,142,9,1,True
1769,1769,4,9,32.71,64.0,49,63,6,1,True
1770,1770,4,40,22.99,51.08,55,28,0,13,False
1771,1771,4,89,21.19,47.08,55,126,0,1,True
1772,1772,4,36,19.99,62.99,68,71,1,6,True
1773,1773,4,36,30.99,57.29,46,1,7,13,False
1774,1774,4,9,22.99,44.99,49,1,9,13,False
1775,1775,4,109,29.99,57.99,48,12,9,13,False
1776,1776,4,61,50.09,94.99,47,807,0,13,False
1777,1777,4,89,30.99,64.06,52,1565,2,6,True
1778,1778,4,36,24.99,55.53,55,21,0,9,True
1779,1779,4,109,28.62,52.99,46,109,7,4,True
1780,1780,4,169,58.99,113.99,48,129,2,13,False
1781,1781,4,7,10.99,22.62,51,25,10,9,True
1782,1782,4,153,20.99,40.99,49,2,6,4,True
1783,1783,4,112,41.99,82.99,49,0,2,3,True
1784,1784,4,99,38.99,83.9,54,119,0,7,True
1785,1785,4,153,19.99,38.99,49,2,0,10,True
1786,1786,4,157,5.99,9.98,40,2,9,7,True
1787,1787,4,157,6.99,11.98,42,1,0,10,True
1788,1788,4,153,26.57,51.99,49,68,0,7,True
1789,1789,4,153,17.99,34.99,49,4,3,9,True
1790,1790,4,143,39.99,79.98,50,19,2,13,False
1791,1791,4,112,28.24,56.48,50,152,0,9,True
1792,1792,4,109,36.99,84.87,56,36,0,1,True
1793,1793,4,36,25.21,57.29,56,58,8,7,True
1794,1794,4,36,29.99,57.77,48,32,3,8,True
1795,1795,4,36,30.99,61.98,50,73,0,10,True
1796,1796,4,53,21.99,41.99,48,14,9,7,True
1797,1797,4,153,17.99,34.99,49,0,7,1,True
1798,1798,4,9,27.6,53.99,49,55,0,10,True
1799,1799,4,9,28.99,54.99,47,42,4,9,True
1800,1800,4,36,20.99,41.98,50,17,0,13,False
1801,1801,4,62,29.99,64.61,54,178,3,9,True
1802,1802,4,153,24.53,47.99,49,170,4,13,False
1803,1803,4,36,23.99,46.85,49,69,0,10,True
1804,1804,4,169,82.99,170.99,52,98,8,9,True
1805,1805,4,109,23.51,43.99,47,182,11,13,False
1806,1806,4,99,36.99,80.99,54,1505,3,1,True
1807,1807,4,36,24.99,52.99,53,16,2,13,False
1808,1808,4,53,21.99,42.98,49,13,1,13,False
1809,1809,4,106,36.99,67.74,45,3,7,4,True
1810,1810,4,166,19.99,37.99,47,12,11,13,False
1811,1811,4,153,23.51,45.99,49,63,0,4,True
1812,1812,4,109,26.99,59.97,55,22,1,13,False
1813,1813,4,109,26.99,61.26,56,22,0,9,True
1814,1814,4,89,25.99,60.44,57,48,0,1,True
1815,1815,4,36,18.99,44.16,57,13,0,10,True
1816,1816,4,61,30.99,58.99,48,221,8,4,True
1817,1817,4,109,38.99,84.49,54,34,4,9,True
1818,1818,4,128,15.39,31.11,51,28,0,2,True
1819,1819,4,36,25.99,57.64,55,26,3,10,True
1820,1820,4,169,31.69,60.99,48,66,9,4,True
1821,1821,4,36,29.99,55.55,46,44,0,7,True
1822,1822,4,36,28.24,58.83,52,130,1,9,True
1823,1823,4,89,44.99,126.81,65,232,1,13,False
1824,1824,4,9,44.99,79.99,44,131,4,8,True
1825,1825,4,36,32.99,81.39,60,139,1,4,True
1826,1826,4,153,37.82,74.0,49,363,9,1,True
1827,1827,4,153,25.55,49.99,49,226,9,13,False
1828,1828,4,89,47.34,98.62,52,274,0,1,True
1829,1829,4,40,34.99,65.47,47,362,0,1,True
1830,1830,4,153,17.99,34.98,49,39,10,3,True
1831,1831,4,41,45.99,50.98,10,36,0,1,True
1832,1832,4,9,42.93,84.0,49,43,0,2,True
1833,1833,4,36,25.99,47.99,46,2,0,13,False
1834,1834,4,7,12.99,23.89,46,6,11,13,False
1835,1835,4,36,33.72,61.31,45,7,6,4,True
1836,1836,4,153,29.99,58.99,49,1,0,3,True
1837,1837,4,153,25.99,51.98,50,1,3,13,False
1838,1838,4,153,19.99,39.98,50,0,11,13,False
1839,1839,4,153,19.99,39.98,50,0,11,13,False
1840,1840,4,36,26.99,55.08,51,0,1,13,False
1841,1841,4,130,15.99,30.99,48,2,3,0,True
1842,1842,4,153,19.99,39.98,50,0,0,2,True
1843,1843,4,25,32.99,65.98,50,0,2,13,False
1844,1844,4,112,33.99,66.98,49,0,6,1,True
1845,1845,4,36,30.99,66.42,53,410,9,7,True
1846,1846,4,99,49.99,97.99,49,81,8,2,True
1847,1847,4,112,30.99,66.42,53,828,3,4,True
1848,1848,4,99,53.99,100.99,47,223,3,1,True
1849,1849,4,69,18.99,40.99,54,86,0,3,True
1850,1850,4,36,29.25,65.0,55,311,1,7,True
1851,1851,4,36,19.99,44.44,55,28,0,2,True
1852,1852,4,169,94.99,219.55,57,16,0,4,True
1853,1853,4,36,19.99,49.97,60,3,7,4,True
1854,1854,4,36,20.99,40.89,49,24,0,9,True
1855,1855,4,109,26.99,52.98,49,1,8,1,True
1856,1856,4,109,26.99,52.98,49,1,8,0,True
1857,1857,4,36,19.99,53.33,63,519,0,3,True
1858,1858,4,36,23.19,51.53,55,73,1,6,True
1859,1859,4,9,66.99,122.99,46,89,6,0,True
1860,1860,4,48,8.79,18.85,53,54,0,2,True
1861,1861,4,9,33.73,66.0,49,32,1,13,False
1862,1862,4,109,34.99,64.99,46,135,11,13,False
1863,1863,4,9,42.93,84.0,49,51,9,4,True
1864,1864,4,9,28.62,55.99,49,55,1,13,False
1865,1865,4,153,33.99,65.99,49,34,9,0,True
1866,1866,4,166,21.99,42.43,48,15,1,13,False
1867,1867,4,36,23.99,53.71,55,9,9,2,True
1868,1868,4,153,17.99,34.98,49,38,9,1,True
1869,1869,4,36,23.99,47.99,50,24,2,1,True
1870,1870,4,9,26.99,51.99,48,36,1,9,True
1871,1871,4,89,27.99,55.99,50,169,1,4,True
1872,1872,4,9,27.6,53.99,49,36,9,13,False
1873,1873,4,36,25.99,51.98,50,47,9,7,True
1874,1874,4,36,26.99,59.97,55,29,9,4,True
1875,1875,4,153,19.99,37.99,47,0,9,13,False
1876,1876,4,169,66.45,122.99,46,556,0,3,True
1877,1877,4,61,52.99,101.99,48,162,3,13,False
1878,1878,4,36,19.99,42.53,53,11,0,1,True
1879,1879,4,109,27.99,62.71,55,197,7,11,True
1880,1880,4,48,10.99,22.62,51,46,11,13,False
1881,1881,4,36,28.99,64.42,55,26,6,4,True
1882,1882,4,7,12.99,43.0,70,100,8,13,False
1883,1883,4,41,29.99,59.99,50,1,0,1,True
1884,1884,4,36,28.99,65.8,56,66,0,10,True
1885,1885,4,109,32.99,71.49,54,607,6,13,False
1886,1886,4,67,28.99,56.99,49,1,2,9,True
1887,1887,4,9,29.99,58.98,49,1,3,2,True
1888,1888,4,109,36.99,72.99,49,1,4,13,False
1889,1889,4,9,18.99,48.99,61,2,6,13,False
1890,1890,4,89,26.99,52.98,49,1,1,13,False
1891,1891,4,9,19.99,39.98,50,1,9,13,False
1892,1892,4,89,26.99,52.98,49,1,1,3,True
1893,1893,4,9,21.99,42.99,49,1,10,13,False
1894,1894,4,36,18.99,37.99,50,21,10,13,False
1895,1895,4,36,23.99,44.52,46,0,3,2,True
1896,1896,4,128,22.54,45.26,50,309,6,0,True
1897,1897,4,7,19.79,38.66,49,649,4,0,True
1898,1898,4,36,20.99,46.41,55,48,0,10,True
1899,1899,4,106,28.99,64.68,55,112,0,13,False
1900,1900,4,36,28.99,62.45,54,89,10,13,False
1901,1901,4,48,10.99,22.62,51,61,8,13,False
1902,1902,4,40,23.99,65.8,64,38,3,2,True
1903,1903,4,48,10.99,22.62,51,67,11,13,False
1904,1904,4,112,66.99,129.99,49,100,8,3,True
1905,1905,4,36,24.99,58.11,57,16,4,3,True
1906,1906,4,41,49.99,99.99,50,28,1,13,False
1907,1907,4,153,26.99,54.99,51,19,8,11,True
1908,1908,4,143,38.99,77.98,50,18,7,13,False
1909,1909,4,9,57.99,115.99,50,2,4,7,True
1910,1910,4,89,24.99,45.66,45,2,0,10,True
1911,1911,4,89,22.99,44.99,49,2,1,2,True
1912,1912,4,89,25.99,51.99,50,3,4,1,True
1913,1913,4,36,24.99,51.13,51,31,0,7,True
1914,1914,4,89,25.99,59.27,56,56,0,2,True
1915,1915,4,9,34.99,67.99,49,38,0,3,True
1916,1916,4,153,19.99,38.88,49,64,0,10,True
1917,1917,4,36,20.99,47.69,56,10,0,10,True
1918,1918,4,153,17.99,34.98,49,29,10,10,True
1919,1919,4,59,27.49,53.75,49,571,4,13,False
1920,1920,4,65,30.99,60.68,49,1386,4,1,True
1921,1921,4,59,24.19,48.09,50,115,6,4,True
1922,1922,4,153,22.99,43.99,48,230,4,3,True
1923,1923,4,48,7.69,16.96,55,281,0,2,True
1924,1924,4,109,25.99,51.99,50,70,5,13,False
1925,1925,4,36,23.99,52.15,54,81,1,13,False
1926,1926,4,41,31.99,63.99,50,55,0,10,True
1927,1927,4,36,19.99,49.97,60,89,1,13,False
1928,1928,4,109,32.99,65.99,50,64,1,13,False
1929,1929,4,48,6.59,14.13,53,358,9,7,True
1930,1930,4,109,27.99,55.99,50,105,1,13,False
1931,1931,4,109,23.99,46.99,49,48,4,2,True
1932,1932,4,36,14.99,32.58,54,101,10,1,True
1933,1933,4,89,25.99,48.99,47,44,1,3,True
1934,1934,4,143,37.99,74.99,49,194,6,0,True
1935,1935,4,153,23.51,45.99,49,431,8,1,True
1936,1936,4,112,25.99,49.99,48,687,0,10,True
1937,1937,4,59,27.49,53.75,49,43,1,13,False
1938,1938,4,18,6.99,16.89,59,43,0,11,True
1939,1939,4,9,28.99,55.99,48,151,3,11,True
1940,1940,4,48,6.99,11.69,40,37,1,2,True
1941,1941,4,9,29.99,65.88,55,1848,10,6,True
1942,1942,4,109,21.99,45.81,52,71,8,10,True
1943,1943,4,109,31.69,57.99,45,622,6,1,True
1944,1944,4,11,26.99,51.99,48,146,8,13,False
1945,1945,4,48,9.89,20.74,52,110,10,13,False
1946,1946,4,109,25.25,50.22,50,633,0,10,True
1947,1947,4,65,29.99,59.99,50,42,4,13,False
1948,1948,4,9,24.99,49.99,50,117,9,13,False
1949,1949,4,153,21.99,41.99,48,422,1,8,True
1950,1950,4,41,39.99,79.99,50,251,2,9,True
1951,1951,4,112,23.99,45.99,48,196,4,2,True
1952,1952,4,9,26.99,58.99,54,90,10,7,True
1953,1953,4,47,17.66,35.0,50,120,4,7,True
1954,1954,4,41,33.99,66.98,49,154,4,2,True
1955,1955,4,89,24.99,55.98,55,75,2,4,True
1956,1956,4,153,26.99,52.99,49,167,4,1,True
1957,1957,4,50,38.84,73.99,48,594,1,13,False
1958,1958,4,84,19.69,45.38,57,20,1,0,True
1959,1959,4,109,39.99,75.99,47,174,6,1,True
1960,1960,4,153,17.99,36.99,51,136,10,7,True
1961,1961,4,9,19.99,40.99,51,64,7,13,False
1962,1962,4,109,31.99,61.99,48,883,2,13,False
1963,1963,4,36,18.99,42.65,56,146,9,1,True
1964,1964,4,106,36.32,77.04,53,912,8,3,True
1965,1965,4,18,28.59,55.99,49,47,0,10,True
1966,1966,4,106,29.99,59.99,50,142,0,10,True
1967,1967,4,169,38.99,90.99,57,1477,10,2,True
1968,1968,4,153,28.99,57.99,50,299,9,0,True
1969,1969,4,9,30.99,57.99,47,251,4,10,True
1970,1970,4,153,19.99,38.98,49,175,1,4,True
1971,1971,4,41,52.99,102.99,49,417,1,1,True
1972,1972,4,59,15.39,31.11,51,230,6,1,True
1973,1973,4,153,17.99,43.99,59,232,4,4,True
1974,1974,4,9,9.99,35.99,72,1013,9,7,True
1975,1975,4,153,18.99,36.99,49,93,9,13,False
1976,1976,4,36,24.99,44.9,44,1455,10,7,True
1977,1977,4,48,7.69,16.96,55,3171,7,0,True
1978,1978,4,7,18.99,32.99,42,19,9,1,True
1979,1979,4,50,63.99,127.99,50,13,1,13,False
1980,1980,4,153,19.99,39.98,50,19,9,1,True
1981,1981,4,109,34.99,71.08,51,196,8,0,True
1982,1982,4,36,27.99,59.35,53,34,3,13,False
1983,1983,4,48,10.99,22.62,51,51,9,13,False
1984,1984,4,106,31.99,68.4,53,21,10,2,True
1985,1985,4,36,23.99,53.71,55,33,1,9,True
1986,1986,4,109,31.99,68.4,53,30,1,13,False
1987,1987,4,9,28.99,66.99,57,57,4,1,True
1988,1988,4,169,42.99,82.99,48,170,0,7,True
1989,1989,4,61,25.55,44.99,43,573,0,7,True
1990,1990,4,9,25.99,46.99,45,79,0,10,True
1991,1991,4,89,36.99,80.16,54,66,0,2,True
1992,1992,4,169,57.99,115.99,50,135,6,13,False
1993,1993,4,169,58.99,116.99,50,89,10,13,False
1994,1994,4,110,44.99,104.99,57,137,5,13,False
1995,1995,4,9,31.69,62.0,49,59,0,13,False
1996,1996,4,50,47.5,89.77,47,191,1,13,False
1997,1997,4,169,48.42,94.93,49,91,3,4,True
1998,1998,4,169,39.99,80.99,51,532,3,0,True
1999,1999,4,109,26.99,50.99,47,150,0,1,True
2000,2000,4,99,56.99,118.99,52,226,6,2,True
2001,2001,4,169,40.99,76.99,47,186,4,13,False
2002,2002,4,153,21.99,42.99,49,35,3,9,True
2003,2003,4,36,22.99,47.98,52,12,1,9,True
2004,2004,4,89,37.99,74.98,49,30,2,3,True
2005,2005,4,36,25.99,63.3,59,5,7,3,True
2006,2006,4,36,31.99,66.2,52,28,7,3,True
2007,2007,4,7,12.99,23.98,46,2,7,1,True
2008,2008,4,7,12.99,23.98,46,1,11,13,False
2009,2009,4,9,41.99,82.99,49,3,4,6,True
2010,2010,4,9,18.99,40.99,54,1,6,13,False
2011,2011,4,112,35.99,70.99,49,2,1,13,False
2012,2012,4,153,20.99,41.98,50,1,11,13,False
2013,2013,4,148,25.99,51.98,50,0,11,13,False
2014,2014,4,53,22.99,44.98,49,2,8,8,True
2015,2015,4,153,19.99,38.98,49,1,10,7,True
2016,2016,4,109,32.99,64.98,49,0,1,9,True
2017,2017,4,153,21.99,43.98,50,0,11,13,False
2018,2018,4,153,19.99,39.98,50,1,0,3,True
2019,2019,4,169,36.99,73.98,50,0,8,13,False
2020,2020,4,112,33.99,66.98,49,0,2,1,True
2021,2021,4,36,21.99,47.8,54,1,9,1,True
2022,2022,4,89,28.99,63.04,54,17,0,4,True
2023,2023,4,112,27.99,54.99,49,0,6,6,True
2024,2024,4,36,18.99,43.15,56,18,9,1,True
2025,2025,4,53,13.99,26.98,48,22,9,13,False
2026,2026,4,109,27.99,60.84,54,0,1,2,True
2027,2027,4,106,34.99,69.99,50,1,0,2,True
2028,2028,4,36,23.99,50.28,52,440,4,10,True
2029,2029,4,109,25.99,59.07,56,27,1,13,False
2030,2030,4,84,25.99,49.98,48,4,4,13,False
2031,2031,4,85,16.99,31.98,47,1,2,10,True
2032,2032,4,36,28.24,62.76,55,221,4,13,False
2033,2033,4,99,40.99,79.99,49,10,3,2,True
2034,2034,4,53,19.99,38.99,49,3,6,11,True
2035,2035,4,106,27.99,62.71,55,166,1,4,True
2036,2036,4,106,36.99,72.99,49,0,9,4,True
2037,2037,4,169,56.99,115.99,51,64,0,13,False
2038,2038,4,153,23.51,45.99,49,57,9,13,False
2039,2039,4,36,17.99,37.47,52,16,0,3,True
2040,2040,4,106,27.99,55.99,50,2,0,3,True
2041,2041,4,36,26.22,58.26,55,343,9,0,True
2042,2042,4,9,21.99,43.99,50,0,2,10,True
2043,2043,4,41,21.99,42.99,49,1,0,10,True
2044,2044,4,153,27.99,54.99,49,0,7,13,False
2045,2045,4,153,21.99,43.98,50,1,11,13,False
2046,2046,4,106,32.99,64.99,49,0,0,10,True
2047,2047,4,9,22.99,46.98,51,3,4,13,False
2048,2048,4,153,21.99,43.99,50,0,4,6,True
2049,2049,4,9,29.99,59.99,50,1,1,9,True
2050,2050,4,112,24.99,48.99,49,1,1,13,False
2051,2051,4,109,31.99,62.99,49,0,8,13,False
2052,2052,4,9,24.99,48.99,49,4,9,13,False
2053,2053,4,41,33.99,66.99,49,0,2,13,False
2054,2054,4,89,27.99,53.92,48,103,10,0,True
2055,2055,4,153,29.99,59.98,50,11,6,13,False
2056,2056,4,80,36.29,71.68,49,64,1,13,False
2057,2057,4,36,26.22,58.26,55,75,10,13,False
2058,2058,4,36,22.99,51.08,55,33,0,10,True
2059,2059,4,48,10.99,22.62,51,31,11,13,False
2060,2060,4,106,33.99,76.77,56,45,0,11,True
2061,2061,4,84,25.99,49.99,48,31,11,13,False
2062,2062,4,106,28.99,61.68,53,13,0,1,True
2063,2063,4,36,22.99,41.34,44,21,9,11,True
2064,2064,4,153,26.99,53.99,50,2,0,4,True
2065,2065,4,40,31.99,59.97,47,64,0,1,True
2066,2066,4,9,17.99,35.98,50,21,9,13,False
2067,2067,4,153,17.99,38.99,54,31,1,11,True
2068,2068,4,89,27.99,54.99,49,2,0,10,True
2069,2069,4,36,28.99,57.99,50,178,10,3,True
2070,2070,4,7,14.43,29.47,51,133,5,4,True
2071,2071,4,153,18.99,36.99,49,1,7,11,True
2072,2072,4,153,18.99,38.98,51,6,1,8,True
2073,2073,4,153,19.99,39.98,50,5,3,2,True
2074,2074,4,153,29.99,59.98,50,21,3,13,False
2075,2075,4,153,29.99,58.99,49,6,10,10,True
2076,2076,4,9,36.99,73.99,50,8,9,0,True
2077,2077,4,36,23.99,53.71,55,33,0,9,True
2078,2078,4,36,27.99,68.27,59,40,9,1,True
2079,2079,4,89,43.99,99.97,56,28,3,13,False
2080,2080,4,9,19.99,38.98,49,29,7,10,True
2081,2081,4,84,19.69,38.99,50,21,3,1,True
2082,2082,4,153,38.99,76.98,49,27,4,9,True
2083,2083,4,109,19.99,43.45,54,13,3,2,True
2084,2084,4,89,24.99,58.32,57,101,0,3,True
2085,2085,4,109,28.99,61.99,53,32,4,2,True
2086,2086,4,80,29.99,60.89,51,180,1,9,True
2087,2087,4,36,32.99,63.79,48,36,2,13,False
2088,2088,4,110,37.99,73.82,49,121,6,1,True
2089,2089,4,9,32.99,69.99,53,50,9,1,True
2090,2090,4,106,41.99,79.99,48,47,9,9,True
2091,2091,4,61,27.99,54.99,49,932,0,9,True
2092,2092,4,9,53.99,103.99,48,74,4,7,True
2093,2093,4,99,25.24,45.75,45,70,4,7,True
2094,2094,4,36,31.99,68.4,53,402,10,4,True
2095,2095,4,36,31.99,71.08,55,29,9,9,True
2096,2096,4,153,29.99,58.98,49,8,0,9,True
2097,2097,4,36,29.99,63.8,53,15,0,3,True
2098,2098,4,153,33.99,35.99,6,55,9,13,False
2099,2099,4,36,24.99,53.16,53,32,1,13,False
2100,2100,4,153,17.99,34.98,49,39,3,7,True
2101,2101,4,153,25.99,49.99,48,60,4,8,True
2102,2102,4,153,23.99,47.99,50,30,0,3,True
2103,2103,4,109,33.99,75.53,55,6,0,4,True
2104,2104,4,153,23.99,47.99,50,20,1,13,False
2105,2105,4,89,30.99,60.99,49,6,4,2,True
2106,2106,4,7,12.99,23.98,46,2,5,1,True
2107,2107,4,153,24.99,48.99,49,0,1,13,False
2108,2108,4,48,7.99,13.98,43,0,2,7,True
